Date,Adj Close,Close,High,Low,Open,Volume
2025-07-01,175.44451904296875,175.83999633789062,176.08999633789062,173.52999877929688,175.74000549316406,35904500
2025-07-02,178.23822021484375,178.63999938964844,178.86000061035156,175.07000732421875,175.5399932861328,29128900
2025-07-03,179.126220703125,179.52999877929688,179.6699981689453,177.0500030517578,178.5,21689700
2025-07-07,176.3923797607422,176.7899932861328,179.3000030517578,175.67999267578125,179.05999755859375,34175600
2025-07-08,173.9678497314453,174.36000061035156,177.9499969482422,172.80999755859375,177.85000610351562,40442500
2025-07-09,176.2227783203125,176.6199951171875,179.44000244140625,172.77000427246094,175.25,43025600
2025-07-10,177.22052001953125,177.6199951171875,178.42999267578125,174.3800048828125,175.6300048828125,29252400
2025-07-11,179.7847442626953,180.19000244140625,181.42999267578125,176.47999572753906,176.7899932861328,34282900
2025-07-14,181.15164184570312,181.55999755859375,183.6699981689453,179.67999267578125,181.00999450683594,32536600
2025-07-15,181.59068298339844,182.0,184.22000122070312,181.60000610351562,182.80999755859375,33448300
2025-07-16,182.55848693847656,182.97000122070312,184.3300018310547,182.02999877929688,183.24000549316406,33104200
2025-07-17,183.1671142578125,183.5800018310547,184.05999755859375,180.47999572753906,182.13999938964844,31992600
2025-07-18,184.64378356933594,185.05999755859375,186.4199981689453,183.7100067138672,185.39999389648438,34014500
2025-07-21,189.67245483398438,190.10000610351562,190.2899932861328,186.14999389648438,186.25,45803100
2025-07-22,190.90966796875,191.33999633789062,191.64999389648438,187.4600067138672,191.5,44660200
2025-07-23,189.8021697998047,190.22999572753906,192.52999877929688,189.17999267578125,191.5,58681900
2025-07-24,191.73780822753906,192.1699981689453,197.9499969482422,191.0,197.02999877929688,74881700
2025-07-25,192.74551391601562,193.17999267578125,194.3300018310547,191.25999450683594,191.97999572753906,39785900
2025-07-28,192.14688110351562,192.5800018310547,194.0500030517578,190.83999633789062,193.64999389648438,38139500
